gamma,Load
0.000116501,-0.735
-5.72322E-05,-0.833
-0.000176101,-0.912
-0.0003684,-1.028
-0.000525284,-1.147
-0.000735254,-1.233
-0.000864862,-1.352
-0.001025418,-1.471
-0.001193067,-1.569
-0.001364844,-1.721
-0.001545636,-1.852
-1.68E-03,-1.971
-1.81E-03,-2.069
-0.001966345,-2.206
-0.002067569,-2.341
-0.002205727,-2.469
-0.002344564,-2.576
-0.002431547,-2.698
-0.002574913,-2.823
-0.002673582,-2.96
-0.002793219,-3.098
-0.002923139,-3.232
-0.003032422,-3.357
-0.003153533,-3.488
-0.003219307,-3.604
-0.003339498,-3.751
-0.003408988,-3.87
-0.003489556,-3.989
-0.003579282,-4.102
-0.003686947,-4.239
-0.003754159,-4.346
-0.003864237,-4.456
-0.003965746,-4.538
-0.003993978,-4.608
-0.004085598,-4.733
-0.004152524,-4.822
-0.004214661,-4.901
-0.004281694,-4.968
-0.004358027,-5.038
-0.004445037,-5.096
-0.004507371,-5.154
-0.004548655,-5.234
-0.004586974,-5.286
-0.004657482,-5.328
-0.004656008,-5.353
-0.004722586,-5.411
-0.004738185,-5.405
-0.004744599,-5.447
-0.004782391,-5.457
-0.004777665,-5.469
-0.004799571,-5.478
-0.004821281,-5.472
-0.004805986,-5.46
-0.004829652,-5.457
-0.004815394,-5.426
-0.004874171,-5.405
-0.004861431,-5.341
-0.004829563,-5.295
-0.004877933,-5.246
-0.004906039,-5.179
-0.004905512,-5.115
-0.004892049,-5.026
-0.004906817,-4.953
-0.004847315,-4.855
-4.82E-03,-4.752
-4.80E-03,-4.642
-0.004739382,-4.514
-0.004669329,-4.391
-0.004644751,-4.266
-0.004599911,-4.147
-0.00451132,-4.007
-0.004478719,-3.864
-0.004394809,-3.693
-0.004318529,-3.537
-0.004263316,-3.375
-0.004197936,-3.217
-0.004122246,-3.04
-0.004058751,-2.869
-0.003904244,-2.716
-0.003849236,-2.533
-0.003770821,-2.341
-0.003637166,-2.161
-0.003581453,-1.984
-0.003458152,-1.819
-0.003364272,-1.66
-0.003292254,-1.489
-0.003125552,-1.309
-0.003066354,-1.157
-0.002942366,-0.974
-0.002848334,-0.842
-0.002684624,-0.687
-0.002568945,-0.543
-0.002467506,-0.43
-0.002311972,-0.284
-0.002167685,-0.162
-0.002057938,-0.043
-0.001908925,0.055
-0.001740239,0.122
-0.00160285,0.226
-0.001472465,0.256
-0.001301939,0.339
-0.001138247,0.424
-0.000907353,0.47
-0.000745243,0.555
-0.000537559,0.592
-0.000371938,0.638
-0.000164183,0.699
4.75029E-05,0.735
0.000205789,0.8
0.000403985,0.845
0.000577584,0.922
0.00070201,0.952
0.000877548,1.053
0.001049022,1.108
0.001313071,1.166
0.001471625,1.248
0.001680211,1.328
0.001823077,1.425
0.002005271,1.508
0.002119155,1.569
0.002304494,1.657
0.002466827,1.733
0.00263395,1.816
0.002778728,1.892
0.002867909,1.993
0.003025668,2.084
0.003106584,2.176
0.003225302,2.264
0.00328231,2.344
0.003390941,2.429
0.003460368,2.515
0.003530984,2.573
0.003645037,2.686
0.003747673,2.75
0.003769177,2.823
0.003884142,2.905
0.003928697,2.963
0.003983114,3.03
0.004061646,3.073
0.004091218,3.156
0.00413898,3.195
0.004219271,3.241
0.004285938,3.284
0.004307594,3.333
0.004373537,3.384
0.0043865,3.4
0.004409149,3.412
0.004430439,3.467
0.004426945,3.47
0.004497061,3.494
0.004527651,3.491
0.004487197,3.491
0.004524176,3.482
0.004486161,3.497
0.00450587,3.461
0.004489324,3.436
0.004504333,3.381
0.004537756,3.339
0.00451945,3.299
0.004560654,3.262
0.004523104,3.162
0.004526776,3.104
0.004446618,3.046
0.004443679,2.945
0.004405012,2.853
0.004333449,2.768
0.004287903,2.664
0.004267498,2.542
0.004178531,2.466
0.004121013,2.359
0.004039605,2.228
0.003981819,2.109
0.003902198,1.984
0.003842026,1.868
0.003719155,1.73
0.003602376,1.617
0.003521433,1.508
0.003460493,1.379
0.003389967,1.273
0.003271518,1.157
0.003171268,1.01
0.003085232,0.931
0.002925668,0.815
0.002807397,0.699
0.002723711,0.595
0.002584633,0.482
0.002426606,0.381
0.002263379,0.266
0.002148816,0.174
0.001980068,0.092
0.001875154,0.009
0.001651622,-0.027
0.001481337,-0.113
0.001330984,-0.192
0.001187439,-0.275
0.001021746,-0.351
0.000859895,-0.409
0.000641928,-0.485
0.000494514,-0.534
0.000262655,-0.629
0.000127857,-0.705
-2.92415E-05,-0.766
-0.000249826,-0.87
-0.000407433,-0.961
-0.000550398,-1.056
-0.000713544,-1.135
-0.000852256,-1.27
-0.001032494,-1.361
-0.001196078,-1.489
-0.001351881,-1.593
-0.001522541,-1.7
-0.00166169,-1.834
-0.001830153,-1.956
-0.00201777,-2.072
-0.002135603,-2.191
-0.002220477,-2.319
-0.00238122,-2.457
-0.002512561,-2.582
-0.002598624,-2.701
-0.002746324,-2.823
-2.86E-03,-2.963
-0.002947351,-3.085
-0.00306446,-3.223
-0.003179067,-3.342
-0.00328231,-3.476
-0.003349826,-3.586
-0.003481882,-3.699
-0.003582176,-3.848
-0.003630751,-3.946
-0.003750943,-4.047
-0.003820915,-4.16
-0.003943965,-4.288
-0.004018753,-4.379
-0.004072358,-4.474
-0.004202394,-4.593
-0.004268748,-4.663
-0.004324971,-4.745
-0.004425543,-4.831
-0.00441819,-4.907
-0.004490414,-4.99
-0.004556884,-5.038
-0.004577504,-5.099
-0.004666676,-5.154
-0.004675985,-5.215
-0.00473621,-5.261
-0.004728938,-5.289
-0.004810105,-5.338
-0.004796257,-5.353
-0.004819548,-5.386
-0.00483328,-5.383
-0.004845412,-5.408
-0.004834352,-5.389
-0.004891227,-5.386
-0.004881667,-5.38
-0.004859099,-5.356
-0.004890146,-5.316
-0.004911355,-5.27
-0.004881337,-5.231
-0.004915858,-5.164
-0.004922586,-5.124
-0.004954954,-5.048
-0.004932744,-4.962
-0.004910489,-4.871
-0.004870741,-4.779
-0.004832422,-4.681
-0.004797141,-4.556
-0.004785634,-4.449
-0.004724971,-4.321
-0.004662307,-4.187
-0.004635665,-4.059
-0.004577173,-3.918
-0.004519682,-3.766
-0.004411445,-3.632
-0.00435817,-3.458
-0.004283668,-3.314
-0.004255901,-3.131
-0.004132199,-2.994
-0.004063915,-2.814
-0.003979684,-2.628
-0.003909774,-2.46
-0.003817538,-2.271
-0.00369832,-2.078
-0.00362037,-1.929
-0.003531305,-1.758
-0.003437425,-1.581
-0.003373233,-1.425
-0.003220352,-1.239
-0.003151568,-1.099
-0.002989654,-0.958
-0.002845591,-0.778
-0.002735754,-0.644
-0.002596042,-0.482
-0.002517788,-0.375
-0.002361789,-0.229
-0.002261494,-0.122
-0.002095167,-0.027
-0.0019627,0.082
-0.001767578,0.146
-0.0016285,0.211
-0.001489565,0.293
-0.001371464,0.351
-0.001105968,0.415
-0.000999232,0.476
-0.000698204,0.543
-0.000438426,0.644
-0.000115143,0.699
0.000134218,0.793
0.000424346,0.879
0.000796855,0.94
0.001028661,1.028
0.00127712,1.144
0.001543188,1.276
0.001750362,1.376
0.002060743,1.532
0.002321317,1.648
0.002586903,1.794
0.002838551,1.938
0.00307418,2.087
0.003212901,2.261
0.003425721,2.414
0.003560993,2.588
0.003746699,2.765
0.003960314,2.908
0.004101215,3.104
0.004273081,3.281
0.004439471,3.427
0.004571831,3.592
0.004713982,3.751
0.004902921,3.885
0.005064111,3.986
0.005191164,4.08
0.005289726,4.205
0.005411471,4.266
0.005541606,4.358
0.005646565,4.437
0.005785402,4.52
0.005874145,4.578
0.005998177,4.651
0.00610738,4.712
0.006220575,4.752
0.006276182,4.813
0.006348557,4.88
0.006409658,4.916
0.006503082,4.938
0.006559707,4.971
0.006601429,5.002
0.006650272,5.048
0.006692477,5.029
0.006719593,5.066
0.006732824,5.045
0.006790324,5.078
0.00678441,5.057
0.006797463,5.054
0.006805834,5.029
0.006783927,4.993
0.006824774,4.95
0.006815501,4.874
0.006847521,4.822
0.006845305,4.755
0.00683269,4.654
0.006791316,4.556
0.006749924,4.462
0.006760413,4.337
0.006633476,4.196
0.006565452,4.068
0.006518458,3.928
0.006403475,3.754
0.006340445,3.622
0.006218413,3.455
0.006122773,3.278
0.006006236,3.088
0.005897784,2.908
0.005800742,2.747
0.005696337,2.545
0.005603842,2.353
0.005448655,2.2
0.005330894,2.014
0.005180479,1.84
0.005030483,1.648
0.004839766,1.474
0.004745546,1.309
0.004584606,1.157
0.004422371,0.992
0.004257482,0.833
0.004099312,0.702
0.003883132,0.534
0.003663477,0.421
0.003468373,0.275
0.003180774,0.143
0.002984276,0.079
0.002741571,-0.027
0.002575994,-0.122
0.002284508,-0.201
0.001995435,-0.266
0.001746752,-0.342
0.00146203,-0.409
0.001204467,-0.461
0.000921576,-0.555
0.000677682,-0.638
0.0003834,-0.732
0.000151246,-0.854
-0.000108666,-0.94
-0.000364201,-1.096
-0.000621165,-1.23
-0.000837148,-1.376
-0.001085652,-1.535
-0.001259359,-1.669
-0.001570687,-1.84
-0.001765836,-1.981
-0.00194132,-2.161
-0.002179014,-2.353
-0.002381238,-2.539
-0.00252464,-2.734
-0.002752158,-2.902
-0.002939552,-3.113
-0.003114688,-3.32
-0.003267667,-3.534
-0.003495962,-3.726
-0.003655293,-3.94
-0.003853989,-4.132
-0.004000098,-4.352
-0.004203842,-4.529
-0.004362941,-4.761
-0.004509667,-4.962
-0.004665729,-5.151
-0.004794613,-5.316
-0.00490587,-5.533
-0.005109729,-5.688
-0.005219762,-5.829
-0.005370222,-5.972
-0.005499696,-6.11
-0.005627767,-6.229
-0.005767882,-6.36
-0.005839132,-6.464
-0.006018252,-6.555
-0.00607963,-6.644
-0.006218458,-6.75
-0.006352024,-6.839
-0.006437649,-6.87
-0.006528482,-6.946
-0.006555981,-7.028
-0.006694255,-7.077
-0.006737952,-7.117
-0.00681802,-7.159
-0.006865809,-7.211
-0.006880836,-7.227
-0.006969124,-7.263
-0.007012955,-7.272
-0.007012472,-7.297
-0.007088207,-7.26
-0.007091548,-7.269
-0.007114357,-7.278
-0.007129715,-7.254
-0.007104708,-7.22
-0.007103877,-7.181
-0.007096739,-7.117
-0.007140025,-7.053
-0.007188502,-6.985
-0.007189922,-6.9
-0.007275565,-6.824
-0.00723043,-6.72
-0.00716966,-6.577
-0.007124489,-6.445
-0.007070106,-6.305
-0.007007907,-6.14
-0.006980979,-5.975
-0.006930823,-5.801
-0.00685842,-5.618
-0.006751094,-5.423
-0.006651014,-5.215
-0.006574779,-5.005
-0.006516099,-4.779
-0.006393478,-4.556
-0.006308345,-4.358
-0.006157464,-4.105
-0.006005816,-3.87
-0.005905218,-3.613
-0.005774886,-3.363
-0.005668177,-3.119
-0.00558206,-2.896
-0.005431645,-2.652
-0.005320656,-2.402
-0.005152515,-2.158
-0.005029152,-1.935
-0.004809676,-1.654
-0.004665505,-1.453
-0.004539462,-1.233
-0.004373698,-1.022
-0.00424032,-0.824
-0.004060886,-0.659
-0.003894854,-0.479
-0.003676744,-0.336
-0.003507701,-0.177
-0.003316117,-0.076
-0.00307284,0.034
-0.002875994,0.131
-0.002593451,0.232
-0.002387242,0.269
-0.002156821,0.354
-0.001843143,0.424
-0.001596676,0.439
-0.001267792,0.525
-0.001008764,0.565
-0.00074828,0.613
-0.000431547,0.668
-0.00016647,0.711
0.000102779,0.79
0.000466434,0.833
0.000845001,0.919
0.001015152,0.995
0.001229795,1.083
0.00151911,1.19
0.001775833,1.276
0.002016564,1.413
0.002252872,1.523
0.002456571,1.63
0.002770348,1.752
0.00305239,1.837
0.003311248,1.962
0.003576262,2.094
0.003700304,2.216
0.003882864,2.362
0.004106808,2.484
0.004247708,2.631
0.004392629,2.74
0.004558081,2.872
0.004743876,2.997
0.004858188,3.116
0.005033923,3.262
0.005162959,3.381
0.005277477,3.506
0.005407281,3.641
0.005537881,3.757
0.005648727,3.87
0.005788252,3.989
0.00592112,4.102
0.006007219,4.208
0.006141365,4.294
0.006226901,4.398
0.006295122,4.48
0.006360198,4.578
0.006464942,4.63
0.006538765,4.694
0.006600286,4.767
0.00667016,4.779
0.006720602,4.828
0.006778236,4.874
0.006794121,4.898
0.006863468,4.932
0.006857009,4.935
0.006883901,4.95
0.006864254,4.941
0.006880649,4.922
0.006880908,4.929
0.006882998,4.889
0.006946368,4.852
0.006925034,4.791
0.006924748,4.73
0.006947583,4.642
0.006917922,4.544
0.006876369,4.477
0.006872447,4.349
0.00681492,4.248
0.006726329,4.102
0.006670106,3.952
0.006600304,3.821
0.00652934,3.665
0.006432967,3.51
0.006308014,3.342
0.006191763,3.159
0.006167471,3.006
0.006008747,2.841
0.005915349,2.652
0.005766622,2.444
0.005666881,2.286
0.005516921,2.121
0.005396962,1.91
0.005250398,1.755
0.005139337,1.559
0.004974091,1.407
0.00485222,1.251
0.004708952,1.093
0.004505825,0.931
0.004343724,0.769
0.004159269,0.635
0.004020066,0.497
0.003784151,0.363
0.003585375,0.278
0.003322675,0.153
0.003090825,0.058
0.00287653,0.012
0.002645251,-0.07
0.002397865,-0.143
0.00212347,-0.204
0.001877093,-0.241
0.001558751,-0.293
0.001296623,-0.336
0.000953864,-0.43
0.000732279,-0.497
0.000463799,-0.546
0.000192549,-0.632
-9.28527E-05,-0.708
-0.000355597,-0.803
-0.000618931,-0.94
-0.000880711,-1.019
-0.001082453,-1.16
-0.001304896,-1.279
-0.001582078,-1.398
-0.001767185,-1.538
-0.002033994,-1.66
-0.002280059,-1.828
-0.002516626,-1.959
-0.002675235,-2.121
-0.002916117,-2.292
-0.003087617,-2.423
-0.003302618,-2.6
-0.003497963,-2.753
-0.003674529,-2.942
-0.003868427,-3.11
-0.004038024,-3.278
-0.004197293,-3.464
-0.004365157,-3.601
-0.004554418,-3.812
-0.004749308,-3.983
-0.004847717,-4.169
-0.005011052,-4.361
-0.005138265,-4.507
-0.005326919,-4.694
-0.005451827,-4.861
-0.005578862,-5.02
-0.005735174,-5.179
-0.0058311,-5.331
-0.00593537,-5.511
-0.006014795,-5.634
-0.006136541,-5.807
-0.006283597,-5.936
-0.006319602,-6.061
-0.006452908,-6.192
-0.00653638,-6.284
-0.006667399,-6.415
-0.006720459,-6.516
-0.006752229,-6.583
-0.006830465,-6.683
-0.006877397,-6.741
-0.006957196,-6.83
-0.007006576,-6.863
-0.007021397,-6.897
-0.007076593,-6.958
-0.00710964,-6.973
-0.007142598,-6.976
-0.007207639,-6.998
-0.007173885,-6.989
-0.007197159,-6.985
-0.007184499,-6.958
-0.007230206,-6.943
-0.007169865,-6.882
-0.007233441,-6.827
-0.007216475,-6.744
-0.007291432,-6.65
-0.007305914,-6.564
-0.007241026,-6.439
-0.00718986,-6.36
-0.007188261,-6.213
-0.007154186,-6.058
-0.007064799,-5.908
-0.007014643,-5.734
-0.006996748,-5.582
-0.006881086,-5.365
-0.006797641,-5.182
-0.006715688,-4.987
-0.006628357,-4.779
-0.006544278,-4.568
-0.006440731,-4.312
-0.006344653,-4.086
-0.006218887,-3.879
-0.006084249,-3.625
-0.00597963,-3.394
-0.00587485,-3.149
-0.005780211,-2.927
-0.005610542,-2.673
-0.005452792,-2.432
-0.005360127,-2.209
-0.005201939,-1.981
-0.005098928,-1.736
-0.004895488,-1.511
-0.004765693,-1.282
-0.004616055,-1.089
-0.00446312,-0.894
-0.00427997,-0.726
-0.004098445,-0.534
-0.003930903,-0.372
-0.003733816,-0.253
-0.003551246,-0.101
-0.003395712,-0.003
-0.003089922,0.067
-0.002894461,0.171
-0.002660609,0.217
-0.002423595,0.287
-0.002149978,0.351
-0.001856857,0.415
-0.001601304,0.443
-0.00132322,0.497
-0.001067069,0.534
-0.000753453,0.549
-0.0004606,0.613
-0.000112213,0.638
0.000294782,0.681
0.000504601,0.754
0.000766068,0.839
0.00105448,0.897
0.001270821,0.977
0.001572063,1.056
0.001785652,1.147
0.002066881,1.254
0.002296748,1.376
0.002515501,1.495
0.002818949,1.608
0.003105173,1.672
0.003343197,1.819
0.003600188,1.941
0.003802198,2.051
0.003969642,2.176
0.004120888,2.298
0.00435415,2.438
0.00449329,2.588
0.004653971,2.676
0.004801921,2.826
0.004951577,2.957
0.00509874,3.073
0.005273841,3.198
0.005377388,3.317
0.005504163,3.467
0.005621469,3.561
0.005748468,3.723
0.005853998,3.815
0.005953962,3.955
0.006076744,4.044
0.006196668,4.147
0.006274931,4.248
0.006333548,4.349
0.00642816,4.416
0.006540811,4.529
0.006577173,4.565
0.006653131,4.623
0.006711838,4.703
0.006781712,4.73
0.006829063,4.776
0.006836639,4.782
0.006918797,4.825
0.006880801,4.837
0.006914241,4.849
0.006926785,4.834
0.006989368,4.846
0.00696865,4.84
0.006933887,4.785
0.0069777,4.773
0.006997302,4.706
0.006978361,4.626
0.007053033,4.596
0.007001966,4.501
0.006987975,4.407
0.006911623,4.269
0.006833092,4.163
0.006765836,4.013
0.006713106,3.894
0.006676682,3.748
0.006546645,3.589
0.006468739,3.458
0.006368418,3.256
0.00629732,3.076
0.006181113,2.914
0.006072295,2.747
0.00601702,2.567
0.005827928,2.383
0.005714625,2.206
0.00559271,2.048
0.005445323,1.843
0.005338551,1.675
0.005142518,1.505
0.005062182,1.361
0.004908103,1.172
0.004745189,1.031
0.004552908,0.867
0.004444537,0.742
0.004228795,0.583
0.004083088,0.464
0.003858161,0.342
0.003617011,0.226
0.003372045,0.134
0.003124328,0.034
0.002936871,-0.015
0.002662253,-0.076
0.00242003,-0.122
0.002141329,-0.186
0.001860189,-0.229
0.001577406,-0.275
0.001246583,-0.327
0.001009631,-0.369
0.000723506,-0.433
0.000428018,-0.482
0.000179469,-0.537
-6.8927E-05,-0.629
-0.000331234,-0.717
-0.000652274,-0.797
-0.000893067,-0.916
-0.001142518,-1.01
-0.001371706,-1.135
-0.001598633,-1.248
-0.001856759,-1.37
-0.002079925,-1.508
-0.002298892,-1.633
-0.002543027,-1.77
-0.002740507,-1.923
-0.002977915,-2.081
-0.003168802,-2.222
-0.00334468,-2.405
-0.003523416,-2.551
-0.003710989,-2.704
-0.003942464,-2.875
-0.004115402,-3.043
-0.004308863,-3.22
-0.004479139,-3.378
-0.004603627,-3.558
-0.004767837,-3.751
-0.004934254,-3.912
-0.00512381,-4.102
-0.005248209,-4.279
-0.005392888,-4.465
-0.005535728,-4.626
-0.005672501,-4.773
-0.005822434,-4.929
-0.005898276,-5.075
-0.006043795,-5.231
-0.006155964,-5.411
-0.006229054,-5.545
-0.00636278,-5.676
-0.006419021,-5.838
-0.006468623,-5.948
-0.006594282,-6.079
-0.006685268,-6.195
-0.006772456,-6.296
-0.006819843,-6.4
-0.006916037,-6.494
-0.006942312,-6.552
-0.006989592,-6.616
-0.007044546,-6.677
-0.007110775,-6.738
-0.007144385,-6.775
-0.007179675,-6.821
-0.007215724,-6.805
-0.007220647,-6.836
-0.007229241,-6.839
-0.007250666,-6.839
-0.007218404,-6.799
-0.007247941,-6.799
-0.007258403,-6.738
-0.00729556,-6.683
-0.007317511,-6.601
-0.007322943,-6.509
-0.007354874,-6.424
-0.007302448,-6.293
-0.007265648,-6.186
-0.00726882,-6.042
-0.007208836,-5.899
-0.007108577,-5.759
-0.007046467,-5.585
-0.007008353,-5.392
-0.006903064,-5.222
-0.006826954,-5.035
-0.006752917,-4.837
-0.006641562,-4.633
-0.00657955,-4.407
-0.006457518,-4.172
-0.006331931,-3.958
-0.006246663,-3.726
-0.006116332,-3.51
-0.005965273,-3.262
-0.00590478,-3.027
-0.005779112,-2.792
-0.00566203,-2.573
-0.005559242,-2.322
-0.005386018,-2.087
-0.005242285,-1.868
-0.005090181,-1.627
-0.004971545,-1.395
-0.004757849,-1.212
-0.004682793,-0.989
-0.004501885,-0.793
-0.004315751,-0.638
-0.004144331,-0.461
-0.003980041,-0.317
-0.003747512,-0.204
-0.003596864,-0.064
-0.00340277,0.012
-0.003114974,0.104
-0.002923756,0.198
-0.002704449,0.235
-0.002469088,0.311
-0.002185312,0.351
-0.001894175,0.375
-0.001599178,0.415
-0.001298168,0.47
-0.000898615,0.513
-0.000612133,0.549
-0.000159198,0.592
0.000262798,0.647
0.000579764,0.739
0.000929652,0.824
0.001343206,0.909
0.001661056,1.038
0.001941303,1.151
0.002289761,1.297
0.002639846,1.443
0.003002439,1.608
0.00340059,1.773
0.003711847,1.92
0.004078871,2.115
0.004323327,2.304
0.004576467,2.475
0.004812195,2.679
0.005047422,2.878
0.005239954,3.088
0.005470482,3.305
0.005722612,3.506
0.005885947,3.751
0.006089511,3.967
0.0063492,4.19
0.006531761,4.404
0.006758206,4.608
0.006901278,4.855
0.007130608,5.042
0.007341472,5.197
0.007471893,5.347
0.00769933,5.496
0.007836299,5.582
0.007992192,5.676
0.008131627,5.777
0.008264156,5.862
0.008399223,5.969
0.008534745,6.015
0.008609292,6.11
0.008759475,6.146
0.008853998,6.207
0.008968605,6.262
0.00905566,6.323
0.009123488,6.317
0.009180327,6.357
0.009235388,6.372
0.009283418,6.387
0.00933923,6.381
0.009351818,6.393
0.009351684,6.369
0.009386929,6.372
0.009384008,6.323
0.009372492,6.296
0.009389368,6.232
0.009428089,6.165
0.009446154,6.073
0.009389922,5.981
0.009363888,5.847
0.009364272,5.743
0.009256142,5.582
0.009178844,5.423
0.009112579,5.234
0.009011775,5.051
0.008938131,4.855
0.008756964,4.651
0.008636425,4.431
0.008532967,4.214
0.008371295,3.976
0.008278388,3.738
0.008160538,3.47
0.007963182,3.235
0.007855946,2.991
0.007669392,2.734
0.007548754,2.487
0.007295042,2.246
0.007155553,2.023
0.006940275,1.801
0.006761172,1.581
0.006572009,1.321
0.006371259,1.154
0.006128652,0.961
0.005937381,0.79
0.005711802,0.589
0.005415644,0.464
0.005132976,0.327
0.004869704,0.204
0.004583811,0.089
0.004254382,0.018
0.003972983,-0.049
0.003615447,-0.137
0.003217716,-0.18
0.002841571,-0.217
0.002492978,-0.241
0.00209916,-0.317
0.001717171,-0.348
0.001374046,-0.403
0.000954168,-0.479
0.000606084,-0.546
0.000248396,-0.638
-0.000134057,-0.763
-0.000481748,-0.842
-0.000806799,-1.004
-0.001107746,-1.138
-0.001462995,-1.273
-0.001771152,-1.443
-0.002066872,-1.614
-0.002390181,-1.807
-0.00267955,-1.978
-0.002938345,-2.151
-0.003244438,-2.365
-0.003518011,-2.551
-0.003767078,-2.774
-0.004015599,-3.009
-0.004292504,-3.265
-0.004528545,-3.494
-0.004799258,-3.726
-0.005010516,-3.976
-0.005231547,-4.263
-0.005473064,-4.507
-0.005671268,-4.761
-0.005866961,-5.035
-0.006081935,-5.286
-0.006256428,-5.539
-0.006453864,-5.826
-0.006669275,-6.058
-0.006798481,-6.32
-0.007052283,-6.555
-0.007213642,-6.775
-0.007344546,-7.007
-0.007561101,-7.169
-0.007752345,-7.333
-0.00789832,-7.462
-0.008062914,-7.587
-0.008249263,-7.657
-0.008360038,-7.755
-0.008516787,-7.861
-0.008662923,-7.938
-0.008763334,-8.011
-0.008870464,-8.063
-0.009004387,-8.136
-0.009080184,-8.179
-0.009213562,-8.212
-0.009313991,-8.234
-0.009372965,-8.267
-0.009404646,-8.292
-0.009457598,-8.322
-0.009503216,-8.304
-0.009530546,-8.31
-0.009531046,-8.313
-0.009599803,-8.289
-0.009641883,-8.246
-0.009576378,-8.228
-0.009630653,-8.176
-0.009639007,-8.087
-0.009676584,-8.041
-0.009694818,-7.928
-0.009724596,-7.809
-0.009737917,-7.678
-0.009686992,-7.55
-0.00965197,-7.367
-0.009547467,-7.196
-0.00948424,-7.01
-0.009443902,-6.802
-0.009315501,-6.567
-0.009187537,-6.345
-0.009147959,-6.094
-0.009037398,-5.853
-0.008961717,-5.576
-0.00878952,-5.286
-0.008687206,-5.029
-0.008567471,-4.724
-0.008364451,-4.44
-0.008281167,-4.166
-0.008133351,-3.845
-0.007922684,-3.558
-0.007730287,-3.265
-0.007598928,-2.963
-0.007467837,-2.658
-0.007263004,-2.374
-0.007108639,-2.103
-0.006870205,-1.813
-0.006660565,-1.55
-0.0065119,-1.3
-0.006308755,-1.038
-0.006073296,-0.836
-0.005808747,-0.629
-0.005634093,-0.47
-0.005365255,-0.314
-0.005076619,-0.156
-0.004934638,-0.04
-0.004560225,0.055
-0.004302126,0.153
-0.003912687,0.211
-0.003658563,0.272
-0.003329858,0.317
-0.002892495,0.339
-0.002546431,0.378
-0.002167185,0.436
-0.001792156,0.458
-0.001295703,0.5
-0.000944599,0.528
-0.000464058,0.571
-0.00012632,0.623
0.000248486,0.674
0.000632565,0.748
0.001026186,0.824
0.001360493,0.894
0.001748897,1.028
0.00202724,1.108
0.002367703,1.239
0.002678102,1.364
0.00303445,1.486
0.003381417,1.651
0.003805584,1.727
0.004155874,1.901
0.004447262,2.039
0.004696685,2.206
0.004983767,2.362
0.005180086,2.536
0.005459591,2.701
0.005723077,2.869
0.005953256,3.036
0.006166801,3.214
0.006370455,3.369
0.006631529,3.571
0.006797588,3.735
0.007002805,3.912
0.007211605,4.083
0.007399509,4.251
0.007579702,4.443
0.007760663,4.611
0.007910328,4.758
0.008061914,4.922
0.00818449,5.078
0.008353346,5.191
0.008507263,5.331
0.008591897,5.457
0.008763826,5.566
0.008808032,5.658
0.00894828,5.765
0.009017824,5.838
0.009086769,5.933
0.00918516,6
0.009297159,6.052
0.009340284,6.097
0.009398579,6.125
0.009480104,6.149
0.009455329,6.152
0.009544787,6.161
0.009560475,6.171
0.009527848,6.152
0.009540588,6.128
0.009515867,6.088
0.009584204,6.015
0.009562298,5.96
0.009602645,5.872
0.009606861,5.771
0.00949489,5.652
0.009481006,5.536
0.009428831,5.365
0.009362343,5.219
0.009241999,5.035
0.009194461,4.855
0.009044322,4.663
0.008971795,4.456
0.00882498,4.23
0.008734924,4.013
0.00858097,3.793
0.008450371,3.555
0.008292638,3.305
0.00814275,3.058
0.007971768,2.808
0.007834915,2.585
0.007680506,2.322
0.007460082,2.118
0.007285482,1.88
0.007109515,1.657
0.006911605,1.44
0.006752122,1.236
0.006481962,1.031
0.006275083,0.867
0.006101849,0.687
0.005840231,0.568
0.005556401,0.415
0.005283713,0.293
0.004977352,0.201
0.004655329,0.113
0.004371384,0.043
0.00404015,-0.034
0.003745001,-0.098
0.003379112,-0.122
0.002922907,-0.146
0.002600071,-0.198
0.002162852,-0.214
0.001762646,-0.247
0.001434137,-0.296
0.001070884,-0.336
0.000679711,-0.406
0.000293541,-0.467
-6.21013E-05,-0.54
-0.000446404,-0.61
-0.000802153,-0.726
-0.001136987,-0.821
-0.001466166,-0.934
-0.001832931,-1.077
-0.002091182,-1.184
-0.002453105,-1.318
-0.002750603,-1.45
-0.003031529,-1.633
-0.003356098,-1.77
-0.003635379,-1.944
-0.003934986,-2.121
-0.004162584,-2.304
-0.004453382,-2.478
-0.004757563,-2.664
-0.004991932,-2.844
-0.005283034,-3.061
-0.005502287,-3.253
-0.005777968,-3.479
-0.006013794,-3.683
-0.00621894,-3.879
-0.00644971,-4.095
-0.006604494,-4.346
-0.006843768,-4.535
-0.007002091,-4.749
-0.00719841,-4.984
-0.007353944,-5.188
-0.007557688,-5.408
-0.007734539,-5.624
-0.007908112,-5.829
-0.008015197,-6.024
-0.008173064,-6.219
-0.008335388,-6.4
-0.00847946,-6.586
-0.008602457,-6.754
-0.008750612,-6.934
-0.008809336,-7.068
-0.008924158,-7.205
-0.009069963,-7.343
-0.009131198,-7.443
-0.00924686,-7.559
-0.009324837,-7.632
-0.009426284,-7.721
-0.00946873,-7.788
-0.00949338,-7.84
-0.009606629,-7.874
-0.00960159,-7.913
-0.009677003,-7.904
-0.009651818,-7.919
-0.009708246,-7.907
-0.009711498,-7.886
-0.009728947,-7.855
-0.009785553,-7.822
-0.009721656,-7.751
-0.009764308,-7.672
-0.00978164,-7.596
-0.009801644,-7.471
-0.009808657,-7.336
