gamma,Load
-0.009770455,-7.196
-0.009692513,-7.05
-0.009663388,-6.863
-0.009590905,-6.659
-0.009490914,-6.467
-0.009375717,-6.259
-0.009337229,-6.018
-0.009227857,-5.777
-0.009128839,-5.511
-0.008986,-5.255
-0.008883659,-4.971
-0.008775485,-4.721
-0.008615572,-4.398
-0.008498874,-4.144
-0.008348021,-3.833
-0.00819807,-3.558
-0.008023774,-3.271
-0.007861521,-2.951
-0.007638113,-2.707
-0.007554114,-2.405
-0.007375101,-2.127
-0.007188591,-1.84
-0.007000018,-1.578
-0.00679941,-1.346
-0.006571455,-1.071
-0.006345618,-0.845
-0.006173055,-0.674
-0.005886349,-0.5
-0.005656312,-0.348
-0.005354713,-0.217
-0.005160699,-0.089
-0.004923193,-0.006
-0.004625016,0.073
-0.004288269,0.15
-0.003964004,0.217
-0.003699044,0.253
-0.003288725,0.302
-0.002869946,0.336
-0.002546207,0.345
-0.002077289,0.388
-0.001710587,0.412
-0.001328929,0.443
-0.000917922,0.479
-0.00059388,0.479
-0.000188135,0.549
0.000284874,0.58
0.000664451,0.656
0.001057983,0.723
0.001389261,0.803
0.001783776,0.87
0.002146341,0.98
0.002443206,1.074
0.002803556,1.181
0.003112722,1.321
0.00341534,1.453
0.003735701,1.578
0.004138051,1.675
0.004525802,1.828
0.004854597,1.987
0.005070196,2.148
0.005340347,2.267
0.005635254,2.451
0.005806093,2.615
0.006052184,2.78
0.006303699,2.951
0.006498517,3.107
0.006753551,3.287
0.006936291,3.436
0.007145109,3.653
0.007310158,3.812
0.007518342,3.983
0.007682319,4.169
0.007884195,4.306
0.008045073,4.507
0.00822096,4.642
0.00833789,4.791
0.008473653,4.968
0.008627964,5.087
0.008701367,5.215
0.008836675,5.325
0.008990414,5.447
0.009084124,5.545
0.009126919,5.63
0.009259787,5.719
0.009287778,5.795
0.00939799,5.859
0.009447146,5.92
0.009480014,5.936
0.009579353,5.994
0.009592844,5.994
0.009604619,6.015
0.009618351,6.009
0.009615912,6.009
0.009644278,5.988
0.009611141,5.942
0.009609256,5.896
0.009693853,5.82
0.009700402,5.734
0.009685839,5.624
0.009626534,5.515
0.009597775,5.402
0.009482659,5.222
0.009436174,5.081
0.009338551,4.895
0.009215286,4.718
0.009149352,4.526
0.009028268,4.309
0.008936961,4.102
0.008790673,3.86
0.008697454,3.638
0.008528178,3.406
0.008358251,3.174
0.008264549,2.939
0.00810126,2.71
0.007919932,2.448
0.007722032,2.213
0.007540222,1.996
0.007392209,1.782
0.007208336,1.553
0.00698818,1.337
0.006784508,1.151
0.006569615,0.949
0.006387966,0.8
0.006180622,0.616
0.005915733,0.51
0.00563755,0.378
0.005376637,0.269
0.00503881,0.171
0.004677406,0.092
0.004410757,0.031
0.00407695,-0.034
0.003733128,-0.07
0.003376208,-0.085
0.003026052,-0.122
0.00266102,-0.134
0.002225587,-0.195
0.00182632,-0.204
0.001505084,-0.259
0.001099866,-0.281
0.000721781,-0.336
0.000314759,-0.4
-2.17636E-05,-0.458
-0.000396024,-0.497
-0.000772822,-0.607
-0.001133432,-0.693
-0.001516126,-0.784
-0.001797668,-0.906
-0.002154123,-1.041
-0.002448039,-1.132
-0.002752479,-1.273
-0.003090432,-1.425
-0.003410122,-1.559
-0.003696918,-1.718
-0.004035924,-1.874
-0.004252649,-2.039
-0.004534495,-2.216
-0.004803565,-2.408
-0.005115519,-2.567
-0.005316993,-2.734
-0.005588671,-2.982
-0.005847985,-3.168
-0.006044805,-3.372
-0.006295283,-3.574
-0.006477557,-3.775
-0.006757223,-3.986
-0.006935031,-4.211
-0.007115331,-4.416
-0.007337684,-4.626
-0.007486143,-4.849
-0.00767745,-5.042
-0.007822309,-5.249
-0.007978478,-5.472
-0.008143509,-5.673
-0.008252792,-5.869
-0.008411972,-6.067
-0.00850436,-6.241
-0.008717341,-6.433
-0.008845082,-6.601
-0.008937756,-6.744
-0.009049897,-6.888
-0.009111346,-7.016
-0.009224614,-7.144
-0.009311069,-7.254
-0.009367712,-7.346
-0.009471598,-7.449
-0.009562298,-7.48
-0.009596971,-7.565
-0.009652122,-7.602
-0.009714741,-7.608
-0.009740624,-7.672
-0.009720138,-7.666
-0.009768614,-7.663
-0.009778853,-7.645
-0.009805334,-7.623
-0.009828759,-7.559
-0.009807424,-7.507
-0.009829215,-7.434
-0.009891191,-7.321
-0.009894818,-7.239
-0.009884338,-7.108
-0.009816251,-6.958
-0.009753149,-6.787
-0.009705057,-6.628
-0.009674895,-6.439
-0.0096078,-6.223
-0.009495765,-5.997
-0.00939338,-5.792
-0.00927904,-5.53
-0.009212499,-5.261
-0.009090449,-5.008
-0.008965988,-4.758
-0.008852792,-4.471
-0.008748307,-4.199
-0.008579961,-3.928
-0.008442625,-3.625
-0.008277137,-3.366
-0.008143143,-3.061
-0.007944724,-2.765
-0.007827848,-2.484
-0.007675288,-2.203
-0.007417252,-1.935
-0.007282453,-1.654
-0.007075994,-1.398
-0.006869159,-1.178
-0.006640901,-0.928
-0.006449191,-0.729
-0.006277459,-0.583
-0.006043232,-0.43
-0.005746797,-0.266
-0.005493031,-0.165
-0.005311623,-0.04
-0.004982945,0.049
-0.004693183,0.116
-0.004342527,0.168
-0.004010462,0.247
-0.003703663,0.262
-0.003314134,0.29
-0.002946752,0.323
-0.00256672,0.323
-0.002174815,0.363
-0.001713616,0.394
-0.001290056,0.385
-0.000864594,0.436
-0.000529143,0.452
-0.000133896,0.51
0.000191521,0.54
0.000518467,0.58
0.000897802,0.632
0.001196337,0.696
0.001577388,0.748
0.001869025,0.818
0.002185232,0.909
0.002493416,0.989
0.0028539,1.089
0.003131752,1.187
0.003437255,1.321
0.003726365,1.431
0.004011963,1.547
0.004395435,1.654
0.004726275,1.801
0.005013607,1.938
0.005338488,2.094
0.0055684,2.222
0.005820611,2.42
0.006078737,2.567
0.006275074,2.75
0.006496221,2.921
0.006731296,3.094
0.006989404,3.281
0.00724426,3.455
0.007461404,3.671
0.007625945,3.888
0.007886536,4.08
0.008088144,4.318
0.008306281,4.526
0.008530242,4.776
0.008723854,4.968
0.008864076,5.191
0.009116626,5.392
0.009329536,5.606
0.00948575,5.82
0.009691039,6
0.00989514,6.198
0.01011056,6.36
0.010267721,6.497
0.010496408,6.641
0.010704092,6.75
0.010907219,6.763
0.011104485,6.86
0.011279434,6.964
0.011434111,7.062
0.011590816,7.098
0.011816233,7.199
0.012020995,7.205
0.012204119,7.257
0.012475905,7.098
0.012620531,7.193
0.012775565,7.257
0.012968159,7.321
0.013109944,7.382
0.013270678,7.446
0.013401278,7.504
0.013532913,7.562
0.013650201,7.593
0.013777334,7.635
0.013884142,7.663
0.01395247,7.709
0.014102198,7.742
0.014188788,7.767
0.014315108,7.803
0.014389726,7.855
0.014424524,7.874
0.014561789,7.889
0.014624149,7.916
0.014735111,7.932
0.014773474,7.959
0.014792522,7.953
0.014892326,7.971
0.014921388,7.962
0.014945975,7.99
0.015016135,7.977
0.015037139,7.968
0.01504694,7.959
0.015095265,7.938
0.01514644,7.932
0.015087126,7.892
0.015082471,7.88
0.015128152,7.867
0.015102555,7.816
0.015137559,7.779
0.015158215,7.703
0.015212097,7.675
0.015193898,7.593
0.015212383,7.498
0.015186938,7.428
0.015128116,7.324
0.015093648,7.239
0.015031573,7.117
0.014966014,6.998
0.014917037,6.882
0.014890521,6.735
0.014773537,6.592
0.01471584,6.424
0.014594684,6.274
0.014563406,6.128
0.014445805,5.951
0.014340409,5.783
0.01428986,5.591
0.014173644,5.414
0.01406974,5.219
0.013981381,5.032
0.013851702,4.837
0.013789726,4.611
0.013613902,4.416
0.013492075,4.214
0.013423792,4.001
0.013252828,3.793
0.013100804,3.589
0.012988448,3.391
0.012837086,3.183
0.012711194,2.96
0.012520718,2.792
0.012357116,2.576
0.012246627,2.393
0.012023872,2.194
0.011827249,2.017
0.011692808,1.825
0.011566372,1.669
0.011360609,1.501
0.011136541,1.331
0.010962003,1.199
0.010815349,1.044
0.010595658,0.906
0.010425141,0.803
0.010186241,0.677
0.009964326,0.592
0.009728044,0.485
0.009502636,0.409
0.009268659,0.333
0.009005369,0.25
0.008753283,0.189
0.008513642,0.137
0.008280166,0.092
0.00795113,0.006
0.007638747,0.003
0.007377825,-0.031
0.00703512,-0.049
0.006727544,-0.07
0.006400679,-0.098
0.006076387,-0.116
0.005754489,-0.116
0.005418172,-0.153
0.005047467,-0.159
0.004718011,-0.171
0.004370732,-0.183
0.00403831,-0.211
0.003656973,-0.241
0.003373046,-0.244
0.003009577,-0.287
0.002672188,-0.29
0.002323238,-0.336
0.001989368,-0.357
0.001640686,-0.427
0.00126161,-0.464
0.000972018,-0.497
0.000616609,-0.555
0.000262128,-0.644
-8.02466E-05,-0.671
-0.000350371,-0.769
-0.000676789,-0.818
-0.000949987,-0.925
-0.001293898,-1.01
-0.0015632,-1.096
-0.001868525,-1.23
-0.002152595,-1.324
-0.002446672,-1.416
-0.002744483,-1.538
-0.003020575,-1.675
-0.003312731,-1.776
-0.003607487,-1.92
-0.00389187,-2.051
-0.004153024,-2.197
-0.004417127,-2.35
-0.004650112,-2.496
-0.004872438,-2.661
-0.005135835,-2.853
-0.005414795,-3.018
-0.005658063,-3.165
-0.005927598,-3.391
-0.00611299,-3.558
-0.006375601,-3.778
-0.006582748,-3.964
-0.006807916,-4.181
-0.007043215,-4.379
-0.007249066,-4.605
-0.007469883,-4.825
-0.007689297,-5.023
-0.007874886,-5.231
-0.008046744,-5.45
-0.008254731,-5.695
-0.00846513,-5.905
-0.008615545,-6.143
-0.008846824,-6.351
-0.009056812,-6.58
-0.009227437,-6.808
-0.009429599,-7.037
-0.009582257,-7.22
-0.009833485,-7.41
-0.010018208,-7.562
-0.010200286,-7.715
-0.010385116,-7.864
-0.010607808,-8.011
-0.010782284,-8.142
-0.010954436,-8.276
-0.011165478,-8.395
-0.011302975,-8.469
-0.011467569,-8.594
-0.011672063,-8.673
-0.011814992,-8.789
-0.012016323,-8.859
-0.01219832,-8.926
-0.012297606,-9.009
-0.012445716,-9.07
-0.012579702,-9.14
-0.012727303,-9.158
-0.012937229,-9.027
-0.013093541,-9.052
-0.013243125,-9.109
-0.013323318,-9.152
-0.013465237,-9.183
-0.013567078,-9.213
-0.01368131,-9.262
-0.013808068,-9.317
-0.013874064,-9.36
-0.013980211,-9.372
-0.014070982,-9.402
-0.014165041,-9.439
-0.014177602,-9.467
-0.014295158,-9.488
-0.014363906,-9.506
-0.014417448,-9.531
-0.014507469,-9.531
-0.014510301,-9.528
-0.014606477,-9.555
-0.014590119,-9.528
-0.014635647,-9.561
-0.014709586,-9.54
-0.014747333,-9.531
-0.01475063,-9.54
-0.0147746,-9.512
-0.014781962,-9.476
-0.014789565,-9.46
-0.014778004,-9.448
-0.01481182,-9.43
-0.014746583,-9.372
-0.014767873,-9.341
-0.014831466,-9.253
-0.014848101,-9.195
-0.014886885,-9.125
-0.014863772,-9.058
-0.014892951,-8.984
-0.014932511,-8.868
-0.014895488,-8.78
-0.014854552,-8.661
-0.014837666,-8.539
-0.014803851,-8.411
-0.014729518,-8.249
-0.014725704,-8.133
-0.014651237,-7.993
-0.014588555,-7.806
-0.014491968,-7.648
-0.014411793,-7.452
-0.014334191,-7.297
-0.014264701,-7.101
-0.014186572,-6.891
-0.014098142,-6.702
-0.013968704,-6.488
-0.013897606,-6.265
-0.013844403,-6.058
-0.01371048,-5.829
-0.013641258,-5.597
-0.013504271,-5.362
-0.013381274,-5.151
-0.013240615,-4.926
-0.013142866,-4.7
-0.013020379,-4.468
-0.012871965,-4.239
-0.012744796,-3.989
-0.012628178,-3.745
-0.012513017,-3.54
-0.012373171,-3.305
-0.012203029,-3.073
-0.012070017,-2.844
-0.011897213,-2.603
-0.011751282,-2.396
-0.011609622,-2.17
-0.011449915,-1.959
-0.011276414,-1.767
-0.011128536,-1.544
-0.010953158,-1.389
-0.010728723,-1.215
-0.010546717,-1.047
-0.010415304,-0.897
-0.010238864,-0.797
-0.010072072,-0.677
-0.009849611,-0.531
-0.009695453,-0.47
-0.009469543,-0.372
-0.009235308,-0.269
-0.009066693,-0.223
-0.008832154,-0.125
-0.008604074,-0.067
-0.008308818,-0.031
-0.008077682,0
-0.007841687,0.04
-0.007595193,0.076
-0.007325802,0.131
-0.007107424,0.192
-0.006751845,0.204
-0.006466184,0.189
-0.006097793,0.229
-0.005753435,0.22
-0.005396757,0.262
-0.005078728,0.253
-0.004693389,0.244
-0.004374395,0.272
-0.004024855,0.269
-0.003643518,0.299
-0.003295604,0.314
-0.002932636,0.317
-0.002590172,0.345
-0.002272581,0.348
-0.001862021,0.375
-0.001514634,0.372
-0.001145466,0.412
-0.000754329,0.43
-0.000450299,0.446
-8.83856E-05,0.479
0.00029053,0.485
0.000636818,0.507
0.000950826,0.58
0.001319789,0.589
0.001658787,0.659
0.001991718,0.693
0.00233831,0.726
0.00269162,0.775
0.003064558,0.845
0.003395131,0.9
0.003681828,0.949
0.00401106,1.022
0.004316251,1.105
0.004642955,1.19
0.004904163,1.257
0.005248673,1.352
0.005541562,1.431
0.005815662,1.517
0.006135031,1.62
0.006455151,1.694
0.006797624,1.785
0.007170875,1.88
0.007470759,1.993
0.00772297,2.112
0.007993299,2.206
0.008290342,2.319
0.008492308,2.429
0.008695765,2.515
0.009003315,2.679
0.009226329,2.786
0.009449763,2.942
0.009655445,3.043
0.009872992,3.18
0.010070321,3.296
0.010309336,3.43
0.010536023,3.586
0.010721094,3.723
0.010984785,3.888
0.011177459,4.022
0.011349165,4.153
0.011539837,4.333
0.011700474,4.459
0.011915671,4.611
0.012096194,4.745
0.012251228,4.886
0.012396569,5.017
0.012551577,5.142
0.012727928,5.292
0.012856902,5.405
0.01300629,5.527
0.013117091,5.634
0.013273403,5.759
0.013423515,5.881
0.013599276,5.972
0.013699571,6.091
0.013811963,6.177
0.013950782,6.284
0.014036139,6.396
0.014188761,6.461
0.014302975,6.564
0.014389386,6.604
0.014494523,6.696
0.01462456,6.772
0.014719217,6.839
0.014778826,6.866
0.014932878,6.934
0.014927553,6.973
0.015007835,7.028
0.015061208,7.059
0.015164192,7.101
0.015248968,7.15
0.015310203,7.153
0.015362432,7.196
0.015364165,7.178
0.015425141,7.211
0.015444296,7.227
0.015506129,7.245
0.01552129,7.236
0.015556428,7.23
0.015573367,7.205
0.015568686,7.199
0.015608523,7.196
0.015577584,7.141
0.015572465,7.117
0.015599339,7.074
0.015615974,7.047
0.015632654,6.985
0.01566379,6.915
0.015677459,6.836
0.01565725,6.766
0.015602117,6.674
0.015626534,6.564
0.015543983,6.458
0.015501072,6.369
0.015389404,6.226
0.015371178,6.119
0.015262762,5.975
0.015189484,5.829
0.015141767,5.673
0.015052828,5.521
0.014983311,5.344
0.014894943,5.2
0.014769347,5.042
0.014753122,4.852
0.014612981,4.669
0.014484008,4.489
0.014403377,4.303
0.014266113,4.111
0.014132485,3.934
0.014092049,3.708
0.013947932,3.543
0.013791012,3.326
0.013650085,3.149
0.013526722,2.975
0.013335826,2.765
0.013228831,2.573
0.013021853,2.402
0.012898008,2.225
0.012731046,2.042
0.012569758,1.88
0.012396971,1.709
0.012264201,1.553
0.012091048,1.413
0.011911168,1.27
0.011689413,1.114
0.011491861,1.013
0.011284776,0.87
0.011076664,0.793
0.010871491,0.684
0.010643581,0.583
0.010468713,0.491
0.010189753,0.436
0.009936791,0.36
0.009730233,0.302
0.009427213,0.241
0.009189279,0.198
0.008892236,0.137
0.008625578,0.131
0.008335192,0.082
0.007992308,0.064
0.00769271,0.049
0.007367605,0.015
0.007077066,0.009
0.006729912,-0.003
0.006389074,-0.018
0.006049665,-0.031
0.005741544,-0.04
0.005381229,-0.034
0.005001385,-0.07
0.004687617,-0.082
0.004342142,-0.079
0.003997963,-0.073
0.003652792,-0.107
0.003268069,-0.125
0.002949647,-0.143
0.002607621,-0.171
0.002186992,-0.159
0.00189614,-0.183
0.001513071,-0.198
0.001196757,-0.208
0.000862378,-0.25
0.000466604,-0.275
0.000144251,-0.311
-0.000212695,-0.351
-0.000516287,-0.381
-0.000852899,-0.436
-0.001133262,-0.464
-0.001469588,-0.507
-0.001771089,-0.546
-0.002128339,-0.61
-0.00244392,-0.668
-0.002726016,-0.729
-0.003030126,-0.793
-0.00335197,-0.833
-0.003640132,-0.934
-0.003907791,-1.007
-0.004220361,-1.08
-0.004519798,-1.163
-0.004772251,-1.245
-0.00507041,-1.303
-0.00533152,-1.413
-0.005646779,-1.508
-0.005915715,-1.611
-0.006210971,-1.721
-0.006463343,-1.816
-0.006797123,-1.944
-0.007030063,-2.051
-0.007257956,-2.191
-0.007513928,-2.286
-0.007790601,-2.423
-0.007995971,-2.545
-0.008268489,-2.71
-0.008500447,-2.838
-0.008750576,-2.982
-0.009003324,-3.137
-0.009158304,-3.281
-0.009360297,-3.421
-0.009565684,-3.586
-0.009763799,-3.766
-0.009985151,-3.912
-0.010180872,-4.095
-0.010329349,-4.266
-0.010521665,-4.434
-0.01071148,-4.596
-0.010927973,-4.8
-0.011020924,-4.953
-0.011187054,-5.106
-0.011363486,-5.295
-0.011521969,-5.46
-0.011675127,-5.655
-0.011830403,-5.814
-0.012006245,-5.966
-0.012122184,-6.143
-0.012260145,-6.284
-0.012491825,-6.47
-0.012562852,-6.644
-0.01271081,-6.802
-0.012820531,-6.931
-0.013010265,-7.086
-0.013091968,-7.214
-0.013211016,-7.361
-0.013348119,-7.474
-0.013424971,-7.599
-0.01354602,-7.718
-0.013630975,-7.822
-0.01379841,-7.941
-0.013880139,-8.02
-0.013975369,-8.105
-0.014115331,-8.203
-0.014165907,-8.279
-0.014293148,-8.344
-0.01439807,-8.417
-0.014412999,-8.487
-0.014494059,-8.56
-0.014575092,-8.597
-0.014616287,-8.627
-0.014679871,-8.673
-0.014739462,-8.731
-0.014832628,-8.734
-0.014837586,-8.771
-0.014898937,-8.786
-0.014884276,-8.817
-0.014961136,-8.82
-0.014986492,-8.82
-0.01499673,-8.804
-0.015009649,-8.798
-0.015034352,-8.78
-0.015033932,-8.768
-0.01503982,-8.743
-0.015058322,-8.743
-0.015096006,-8.676
-0.015075574,-8.633
-0.01511794,-8.582
-0.015102493,-8.517
-0.015153453,-8.444
-0.015179121,-8.371
-0.015208988,-8.304
-0.015173832,-8.179
-0.015141731,-8.081
-0.015080166,-7.953
-0.015079291,-7.84
-0.014997311,-7.681
-0.014998133,-7.562
-0.014907496,-7.413
-0.014834531,-7.269
-0.014752443,-7.083
-0.014697275,-6.937
-0.014622425,-6.741
-0.014550407,-6.552
-0.014496292,-6.366
-0.014420915,-6.177
-0.014289476,-5.984
-0.014227589,-5.774
-0.01408332,-5.542
-0.013990494,-5.341
-0.013901581,-5.124
-0.013782016,-4.901
-0.01369539,-4.672
-0.013570857,-4.462
-0.013473573,-4.248
-0.013347967,-4.016
-0.013200867,-3.79
-0.013089636,-3.586
-0.012923729,-3.333
-0.012825855,-3.131
-0.012668588,-2.893
-0.012533709,-2.664
-0.012352997,-2.451
-0.01224543,-2.222
-0.012097615,-2.014
-0.011921496,-1.816
-0.011771991,-1.617
-0.011583365,-1.456
-0.011458778,-1.263
-0.011243215,-1.126
-0.011043304,-0.961
-0.010886063,-0.845
-0.010713312,-0.72
-0.010543572,-0.601
-0.010306584,-0.51
-0.010129724,-0.412
-0.009897052,-0.333
-0.009678835,-0.25
-0.009475842,-0.165
-0.00922062,-0.134
-0.008939382,-0.058
-0.008745055,-0.018
-0.0084316,-0.012
-0.008210792,0.049
-0.007894461,0.085
-0.007671018,0.131
-0.007387903,0.134
-0.007122594,0.146
-0.006804923,0.143
-0.006483749,0.168
-0.006134629,0.183
-0.005828929,0.192
-0.005482069,0.214
-0.00513688,0.217
-0.004774484,0.223
-0.00443613,0.229
-0.00406622,0.211
-0.003689779,0.256
-0.003381265,0.259
-0.002974922,0.235
-0.002635603,0.259
-0.002240838,0.266
-0.001855017,0.262
-0.001538703,0.284
-0.001165166,0.284
-0.000849862,0.299
-0.000495953,0.336
-9.99553E-05,0.336
0.000226642,0.36
0.000596248,0.375
0.00093034,0.391
0.001315849,0.421
0.001643527,0.443
0.001982275,0.467
0.002382954,0.51
0.002698544,0.519
0.003035469,0.586
0.003367122,0.641
0.003699258,0.659
0.004032645,0.714
0.004335406,0.766
0.004674243,0.83
0.004910355,0.873
0.005373635,0.949
0.005576673,0.992
0.005974538,1.047
0.006266506,1.147
0.006524739,1.202
0.006827339,1.297
0.007140186,1.389
0.007452193,1.462
0.007721817,1.553
0.007965005,1.642
0.008280157,1.718
0.008598615,1.837
0.008931323,1.917
0.009191191,2.032
0.009428973,2.13
0.009687126,2.252
0.009952113,2.374
0.010179568,2.481
0.010408389,2.606
0.010609015,2.728
0.01081148,2.847
0.011000947,2.975
0.011187555,3.119
0.011414286,3.247
0.011600393,3.369
0.011764031,3.525
0.011956687,3.659
0.012139141,3.818
0.012297114,3.943
0.012532351,4.099
0.012680684,4.266
0.012842285,4.398
0.013051639,4.52
0.013181167,4.639
0.013351291,4.782
0.013483365,4.913
0.013613285,5.045
0.013737381,5.185
0.013872045,5.292
0.014026266,5.408
0.014165112,5.527
0.014264335,5.634
0.014372152,5.731
0.014439292,5.838
0.014585411,5.927
0.01466848,6.036
0.014779791,6.11
0.014913017,6.189
0.014958161,6.241
0.015041919,6.351
0.015105021,6.393
0.015239319,6.458
0.015313696,6.522
0.015340034,6.567
0.015423756,6.638
0.015513115,6.671
0.015538774,6.702
0.015639766,6.72
0.015659823,6.769
0.01569355,6.799
0.015699258,6.79
0.015766979,6.812
0.015803279,6.802
0.015797257,6.818
0.015830573,6.821
0.015828813,6.802
0.015829009,6.787
0.015839534,6.778
0.01581224,6.757
0.015858501,6.711
0.015899196,6.662
0.015898231,6.61
0.015903833,6.549
0.015927079,6.482
0.015907112,6.396
0.015852024,6.308
0.015857062,6.201
0.015785259,6.116
0.015734218,6.021
0.015673859,5.896
0.015628116,5.786
0.01557477,5.643
0.015494112,5.515
0.01540486,5.359
0.015324337,5.206
0.015261958,5.042
0.01515122,4.91
0.015089681,4.733
0.014983534,4.55
0.014864031,4.373
0.014807791,4.199
0.014654248,4.022
0.014584187,3.845
0.014447699,3.671
0.014306111,3.473
0.014196435,3.308
0.01406597,3.11
0.013994702,2.927
0.013794908,2.737
0.013648664,2.554
0.013484624,2.38
0.013293407,2.206
0.013193112,2.032
0.013028768,1.862
0.012875386,1.715
0.012715197,1.563
0.012532172,1.41
0.012350576,1.26
0.012184919,1.138
0.011946502,1.01
0.011794086,0.894
0.011563558,0.8
0.011396266,0.705
0.011152774,0.623
0.01089438,0.543
0.010685053,0.446
0.010411632,0.388
0.010140472,0.32
0.009876825,0.266
0.009629858,0.238
0.009347842,0.201
0.009060993,0.162
0.00879807,0.131
0.008472393,0.095
0.008233181,0.089
0.007851756,0.085
0.007567256,0.064
0.007218744,0.043
0.006892299,0.034
0.006595077,0.009
0.006207826,0.003
0.005877334,-0.003
0.005532583,0.006
0.005137532,-0.012
0.004843563,-0.021
0.004448754,-0.021
0.004123845,-0.031
0.003772215,-0.043
0.003417904,-0.089
0.00306245,-0.095
0.002684213,-0.095
0.002327374,-0.104
0.001978647,-0.14
0.001587724,-0.14
0.001236183,-0.153
0.000925802,-0.177
0.000554704,-0.189
0.000162512,-0.208
-0.000159761,-0.241
-0.000556437,-0.278
-0.000864335,-0.29
-0.001241365,-0.311
-0.001561851,-0.363
-0.001861905,-0.397
-0.002205155,-0.449
-0.002517136,-0.479
-0.002829751,-0.516
-0.003093058,-0.558
-0.003412624,-0.61
-0.003727767,-0.677
-0.003980702,-0.735
-0.004299384,-0.8
-0.004521397,-0.885
-0.004851246,-0.943
-0.005144698,-1.01
-0.005402162,-1.093
-0.005716492,-1.175
-0.005977316,-1.263
-0.006260073,-1.349
-0.00652657,-1.453
-0.006773903,-1.547
-0.007061538,-1.651
-0.007289011,-1.761
-0.007548995,-1.877
-0.007826356,-1.996
-0.008076878,-2.1
-0.008299357,-2.228
-0.008538962,-2.341
-0.008792281,-2.472
-0.009019709,-2.621
-0.009233315,-2.762
-0.009477289,-2.911
-0.009681211,-3.052
-0.009898865,-3.198
-0.010055079,-3.339
-0.010252274,-3.497
-0.010488761,-3.665
-0.010653766,-3.848
-0.010836987,-3.964
-0.011022362,-4.123
-0.011179853,-4.282
-0.011393996,-4.443
-0.011561262,-4.599
-0.01171702,-4.773
-0.011871893,-4.962
-0.012041231,-5.103
-0.012163674,-5.237
-0.012331082,-5.441
-0.012480461,-5.588
-0.012622559,-5.759
-0.012778272,-5.896
-0.012913768,-6.052
-0.013053551,-6.21
-0.013181712,-6.375
-0.013330287,-6.509
-0.013413223,-6.671
-0.013554043,-6.812
-0.013633905,-6.943
-0.01371693,-7.077
-0.01384191,-7.181
-0.014007344,-7.315
-0.01409472,-7.413
-0.014160654,-7.507
-0.014254168,-7.639
-0.014369409,-7.721
-0.014444162,-7.819
-0.014513696,-7.904
-0.014590905,-7.956
-0.014657,-8.029
-0.014702564,-8.093
-0.014797838,-8.17
-0.014851559,-8.215
-0.014922041,-8.24
-0.014948012,-8.292
-0.015009533,-8.328
-0.015068462,-8.371
-0.015068311,-8.395
-0.015135192,-8.423
-0.015094693,-8.395
-0.015151559,-8.42
-0.015199437,-8.42
-0.015221808,-8.414
-0.015192871,-8.42
-0.015217681,-8.371
-0.01523537,-8.356
-0.015200536,-8.325
-0.015222139,-8.298
-0.015243456,-8.249
-0.015275869,-8.154
-0.015299821,-8.087
-0.015313973,-8.02
-0.015360297,-7.947
-0.015333887,-7.861
-0.015267533,-7.751
-0.015309265,-7.642
-0.015244885,-7.495
-0.015208943,-7.404
-0.015200447,-7.242
-0.015057536,-7.108
-0.01504493,-6.94
-0.01497016,-6.775
-0.014892406,-6.631
-0.014821594,-6.439
-0.014745859,-6.274
-0.014646458,-6.088
-0.014621424,-5.872
-0.014503127,-5.695
-0.014394765,-5.481
-0.014290467,-5.283
-0.01421065,-5.066
-0.014117297,-4.849
-0.014015528,-4.642
-0.013882471,-4.407
-0.013763674,-4.218
-0.013669231,-3.992
-0.013510283,-3.769
-0.013449942,-3.558
-0.013229116,-3.348
-0.013147967,-3.122
-0.01301593,-2.902
-0.012898624,-2.655
-0.012758563,-2.457
-0.012604637,-2.267
-0.012429393,-2.057
-0.0122767,-1.852
-0.01214426,-1.666
-0.012015805,-1.477
-0.01182758,-1.3
-0.01166194,-1.144
-0.011460556,-0.989
-0.011306218,-0.864
-0.011130189,-0.739
-0.010933441,-0.61
-0.010730957,-0.525
-0.010545216,-0.394
-0.010320406,-0.314
-0.010099875,-0.25
-0.009860761,-0.168
-0.009603824,-0.122
-0.009327088,-0.07
-0.009066506,-0.021
-0.0088197,0.006
-0.008585509,0.031
-0.008364656,0.076
-0.008046216,0.095
-0.007845475,0.125
-0.007538435,0.113
-0.007266685,0.153
-0.006926195,0.146
-0.006573912,0.174
-0.006283767,0.168
-0.005942285,0.18
-0.005593103,0.192
-0.005236174,0.198
-0.004882855,0.198
-0.004503449,0.22
-0.004136487,0.22
-0.003770464,0.204
-0.003413607,0.201
-0.003108827,0.247
-0.002702966,0.226
-0.002317145,0.217
-0.001993139,0.229
-0.001607451,0.253
-0.001239936,0.259
-0.000893121,0.278
-0.00054325,0.272
-0.00040704,0.278
-0.000406513,0.281
-0.000371223,0.259
-0.000385375,0.259
-0.000371706,0.244
-0.000342723,0.253
-0.000360216,0.253
-0.000403368,0.25
-0.000387421,0.272
-0.000383856,0.278
-0.000393219,0.259
-0.000362432,0.259
-0.000387617,0.25
-0.000376914,0.262
-0.000372036,0.241
-0.000371071,0.262
-0.000403109,0.25
-0.000368016,0.244
-0.000323032,0.25
-0.000399723,0.247
-0.000368302,0.259
-0.000390717,0.25
-0.00039614,0.235
-0.000358018,0.253
-0.000372894,0.238
